timestamp,connected,download_mbps,upload_mbps,ping_ms,wifi_status,http_response_ms
2025-11-04 01:28:53,True,,,,True,1262.33
2025-11-04 01:33:58,True,,,,True,1162.12
2025-11-04 01:39:02,True,,,,True,870.54
2025-11-04 01:44:06,True,,,,True,1275.91
2025-11-04 01:49:10,True,,,,True,1053.74
2025-11-04 01:54:14,True,,,,True,987.05
2025-11-04 01:59:18,True,,,,True,1086.09
2025-11-04 02:04:22,True,,,,True,875.06
2025-11-04 02:09:25,True,3.58,1.15,112.13,True,994.31
2025-11-04 02:14:54,True,,,,True,1010.09
2025-11-04 02:19:58,True,,,,True,951.2
2025-11-04 02:25:02,True,,,,True,1081.38
2025-11-04 02:30:06,True,,,,True,1129.73
2025-11-04 02:35:10,True,,,,True,1005.64
2025-11-04 02:40:14,True,,,,True,1106.52
2025-11-04 02:45:18,True,,,,True,968.18
2025-11-04 02:50:21,True,,,,True,534.98
2025-11-04 02:55:23,True,,,,True,1097.49
2025-11-04 03:00:27,True,,,,True,1106.19
2025-11-04 03:05:31,True,,,,True,1583.67
2025-11-04 03:10:37,True,3.5,1.6,109.43,True,961.71
2025-11-04 03:16:05,True,,,,True,1045.25
2025-11-04 03:21:09,True,,,,True,937.63
2025-11-04 03:26:13,True,,,,True,990.01
2025-11-04 03:31:17,True,,,,True,890.83
2025-11-04 03:36:20,True,,,,True,980.2
2025-11-04 03:41:24,True,,,,True,1062.62
2025-11-04 03:46:28,True,,,,True,1039.54
2025-11-04 03:51:32,True,,,,True,1077.2
2025-11-04 03:56:36,True,,,,True,591.75
2025-11-04 04:01:38,True,,,,True,560.25
2025-11-04 04:06:40,True,,,,True,746.92
2025-11-04 04:11:43,True,2.36,1.18,114.72,True,643.41
2025-11-04 04:17:11,True,,,,True,968.52
2025-11-04 04:22:15,True,,,,True,909.86
2025-11-04 04:27:18,True,,,,True,1032.94
2025-11-04 04:32:22,True,,,,True,673.44
2025-11-04 04:37:24,True,,,,True,1037.08
2025-11-04 04:42:29,True,,,,True,975.96
2025-11-04 04:47:32,True,,,,True,920.95
2025-11-04 04:52:36,True,,,,True,1142.67
2025-11-04 04:57:40,True,,,,True,1161.77
2025-11-04 05:02:45,True,,,,True,1025.71
2025-11-04 05:07:49,True,,,,True,980.86
2025-11-04 05:12:53,True,3.82,1.49,109.31,True,523.75
2025-11-04 05:18:19,True,,,,True,1383.26
2025-11-04 05:23:24,True,,,,True,1003.68
2025-11-04 05:28:28,True,,,,True,1164.57
2025-11-04 05:33:32,True,,,,True,1029.95
2025-11-04 05:38:36,True,,,,True,969.21
2025-11-04 05:43:40,True,,,,True,1128.3
2025-11-04 05:48:44,True,,,,True,1054.1
2025-11-04 05:53:48,True,,,,True,973.39
2025-11-04 05:58:51,True,,,,True,1006.8
2025-11-04 06:03:55,True,,,,True,984.2
2025-11-04 06:08:59,True,,,,True,1027.94
2025-11-04 06:14:03,True,4.38,1.25,120.86,True,1065.79
2025-11-04 06:19:32,True,,,,True,1082.44
2025-11-04 06:24:36,True,,,,True,858.5
2025-11-04 06:29:39,True,,,,True,1033.89
2025-11-04 06:34:43,True,,,,True,1035.79
2025-11-04 06:39:47,True,,,,True,838.8
2025-11-04 06:44:50,True,,,,True,1037.46
2025-11-04 06:49:54,True,,,,True,1087.83
2025-11-04 06:54:58,True,,,,True,999.19
2025-11-04 07:00:02,True,,,,True,1105.59
2025-11-04 07:05:06,True,,,,True,1191.17
2025-11-04 07:10:10,True,,,,True,1163.08
2025-11-04 07:15:15,True,4.01,1.3,109.33,True,1259.22
2025-11-04 07:20:44,True,,,,True,1079.8
2025-11-04 07:25:48,True,,,,True,984.36
2025-11-04 07:30:52,True,,,,True,1097.92
2025-11-04 07:35:56,True,,,,True,1163.0
2025-11-04 07:41:00,True,,,,True,1125.93
2025-11-04 07:46:06,True,,,,True,1127.43
2025-11-04 07:51:10,True,,,,True,1052.31
2025-11-04 07:56:14,True,,,,True,984.08
2025-11-04 08:01:18,True,,,,True,1265.46
2025-11-04 08:06:22,True,,,,True,1156.13
2025-11-04 08:11:27,True,,,,True,969.6
2025-11-04 08:16:30,True,3.42,1.15,115.05,True,1114.97
2025-11-04 08:22:02,True,,,,True,1335.61
2025-11-04 08:27:07,True,,,,True,1107.28
2025-11-04 08:32:11,True,,,,True,1081.48
2025-11-04 08:37:16,True,,,,True,1115.58
2025-11-04 08:42:20,True,,,,True,887.23
2025-11-04 08:47:23,True,,,,True,569.66
2025-11-04 08:52:25,True,,,,True,1036.19
2025-11-04 08:57:30,True,,,,True,1099.14
2025-11-04 09:02:34,True,,,,True,1025.02
2025-11-04 09:07:38,True,,,,True,1096.18
2025-11-04 09:12:42,True,,,,True,1061.51
2025-11-04 09:17:46,True,3.47,0.99,116.1,True,1022.49
2025-11-04 09:23:18,True,,,,True,1031.62
2025-11-04 09:28:22,True,,,,True,1017.64
2025-11-04 09:33:25,True,,,,True,1019.0
2025-11-04 09:38:29,True,,,,True,1118.25
2025-11-04 09:43:33,True,,,,True,1106.87
2025-11-04 09:48:38,True,,,,True,1125.91
2025-11-04 09:53:42,True,,,,True,1079.42
2025-11-04 09:58:46,True,,,,True,1095.67
2025-11-04 10:03:50,True,,,,True,1335.91
2025-11-04 10:08:54,False,,,,,
2025-11-04 10:13:54,True,,,,True,877.37
2025-11-04 10:18:59,True,5.01,1.15,101.47,True,1001.67
2025-11-04 10:24:28,True,,,,True,354.35
2025-11-04 10:29:29,True,,,,True,286.59
2025-11-04 10:34:30,True,,,,True,452.47
2025-11-04 10:39:32,True,,,,True,422.01
2025-11-04 10:44:33,True,,,,True,436.82
2025-11-04 10:49:35,True,,,,True,457.76
2025-11-04 10:54:36,True,,,,True,518.5
2025-11-04 10:59:38,True,,,,True,464.98
2025-11-04 11:04:40,True,,,,True,443.81
2025-11-04 11:09:41,True,,,,True,466.34
2025-11-04 11:14:43,True,,,,True,403.5
2025-11-04 11:19:44,True,6.04,2.08,44.34,True,396.48
2025-11-04 11:25:08,True,,,,True,526.87
2025-11-04 11:30:10,True,,,,True,572.19
2025-11-04 11:35:12,True,,,,True,469.62
2025-11-04 11:40:14,True,,,,True,385.19
2025-11-04 11:45:16,True,,,,True,476.66
2025-11-04 11:50:18,True,,,,True,416.23
2025-11-04 11:55:19,True,,,,True,413.27
2025-11-04 12:00:20,True,,,,True,443.73
2025-11-04 12:05:22,True,,,,True,424.3
2025-11-04 12:10:23,True,,,,True,418.47
2025-11-04 12:15:25,True,,,,True,2806.14
2025-11-04 12:20:33,True,12.51,2.35,58.57,True,514.29
2025-11-04 12:25:58,True,,,,True,467.5
2025-11-04 12:31:00,True,,,,True,495.22
2025-11-04 12:36:02,True,,,,True,473.82
2025-11-04 12:41:03,True,,,,True,551.75
2025-11-04 12:46:05,True,,,,True,513.19
2025-11-04 12:51:07,True,,,,True,394.12
2025-11-04 12:56:09,True,,,,True,442.3
2025-11-04 13:01:10,True,,,,True,557.4
2025-11-04 13:06:12,True,,,,True,411.67
2025-11-04 13:11:13,True,,,,True,438.23
2025-11-04 13:16:15,True,,,,True,439.79
2025-11-04 13:21:16,True,13.27,2.27,47.98,True,437.98
2025-11-04 13:26:40,True,,,,True,421.95
2025-11-04 13:31:41,True,,,,True,488.25
2025-11-04 13:36:43,True,,,,True,503.8
2025-11-04 13:41:45,True,,,,True,405.15
2025-11-04 13:46:46,True,,,,True,515.54
2025-11-04 13:51:48,True,,,,True,507.7
2025-11-04 13:56:50,True,,,,True,468.6
2025-11-04 14:01:52,True,,,,True,638.68
2025-11-04 14:06:54,True,,,,True,642.58
2025-11-04 14:11:56,True,,,,True,552.66
2025-11-04 14:16:58,True,,,,True,456.18
2025-11-04 14:21:59,True,13.31,4.13,42.07,True,716.17
2025-11-04 14:27:24,True,,,,True,472.2
2025-11-04 14:32:26,True,,,,True,468.14
2025-11-04 14:37:27,True,,,,True,452.03
2025-11-04 14:42:29,True,,,,True,373.28
2025-11-04 14:47:30,True,,,,True,566.66
2025-11-04 14:52:32,True,,,,True,420.47
2025-11-04 14:57:33,True,,,,True,521.61
2025-11-04 15:02:35,True,,,,True,720.03
2025-11-04 15:07:38,True,,,,True,495.66
2025-11-04 15:12:39,True,,,,True,524.94
2025-11-04 15:17:41,True,,,,True,467.9
2025-11-04 15:22:43,True,3.36,3.02,40.38,True,474.94
2025-11-04 15:28:07,True,,,,True,538.88
2025-11-04 15:33:09,True,,,,True,562.76
2025-11-04 15:38:11,True,,,,True,396.34
2025-11-04 15:43:12,True,,,,True,492.11
2025-11-04 15:48:14,True,,,,True,534.51
2025-11-04 15:53:16,True,,,,True,420.28
2025-11-04 15:58:17,True,,,,True,461.17
2025-11-04 16:03:19,True,,,,True,448.9
2025-11-04 16:08:20,True,,,,True,424.76
2025-11-04 16:13:22,True,,,,True,491.3
2025-11-04 16:18:24,True,,,,True,456.0
2025-11-04 16:23:25,True,17.15,2.89,40.78,True,540.42
2025-11-04 16:28:49,True,,,,True,568.16
2025-11-04 16:33:51,True,,,,True,410.08
2025-11-04 16:38:53,True,,,,True,523.49
2025-11-04 16:43:55,True,,,,True,365.68
2025-11-04 16:48:56,True,,,,True,508.77
2025-11-04 16:53:58,True,,,,True,474.19
2025-11-04 16:59:00,True,,,,True,534.1
2025-11-04 17:04:01,True,,,,True,455.09
2025-11-04 17:09:03,True,,,,True,455.17
2025-11-04 17:14:05,True,,,,True,409.47
2025-11-04 17:19:06,True,,,,True,549.67
2025-11-04 17:24:08,True,6.02,2.65,62.82,True,484.09
2025-11-04 17:29:33,True,,,,True,478.49
2025-11-04 17:34:35,True,,,,True,402.73
2025-11-04 17:39:36,True,,,,True,467.16
2025-11-04 17:44:38,True,,,,True,540.87
2025-11-04 17:49:40,True,,,,True,463.67
2025-11-04 17:54:41,True,,,,True,538.27
2025-11-04 17:59:43,True,,,,True,427.25
2025-11-04 18:04:45,True,,,,True,431.12
2025-11-04 18:09:46,True,,,,True,502.25
2025-11-04 18:14:48,True,,,,True,572.25
2025-11-04 18:19:50,True,,,,True,469.58
2025-11-04 18:24:52,True,9.09,3.28,39.62,True,473.34
2025-11-04 18:30:16,True,,,,True,583.87
2025-11-04 18:35:18,True,,,,True,404.83
2025-11-04 18:40:19,True,,,,True,417.23
2025-11-04 18:45:21,True,,,,True,506.32
2025-11-04 18:50:22,True,,,,True,507.82
2025-11-04 18:55:24,True,,,,True,524.65
2025-11-04 19:00:26,True,,,,True,512.46
2025-11-04 19:05:28,True,,,,True,445.35
2025-11-04 19:10:30,True,,,,True,552.96
2025-11-04 19:15:31,True,,,,True,516.62
2025-11-04 19:20:33,True,,,,True,630.47
2025-11-04 19:25:36,True,16.36,2.44,43.95,True,412.36
2025-11-04 19:31:00,True,,,,True,624.02
2025-11-04 19:36:02,True,,,,True,463.55
2025-11-04 19:41:03,True,,,,True,448.47
2025-11-04 19:46:05,True,,,,True,557.28
2025-11-04 19:51:07,True,,,,True,493.64
2025-11-04 19:56:09,True,,,,True,607.0
2025-11-04 20:01:11,True,,,,True,640.2
2025-11-04 20:06:13,True,,,,True,913.44
2025-11-04 20:11:18,True,,,,True,890.71
2025-11-04 20:16:21,True,,,,True,666.49
2025-11-04 20:21:23,True,,,,True,971.32
2025-11-04 20:26:27,True,1.52,2.82,93.11,True,901.99
2025-11-04 20:31:58,True,,,,True,708.86
2025-11-04 20:37:00,True,,,,True,2610.81
2025-11-04 20:42:09,True,,,,True,748.99
2025-11-04 20:47:11,True,,,,True,1023.98
2025-11-04 20:52:15,True,,,,True,810.16
2025-11-04 20:57:18,True,,,,True,885.78
2025-11-04 21:02:21,True,,,,True,836.09
2025-11-04 21:07:23,True,,,,True,3875.31
2025-11-04 21:12:35,True,,,,True,1176.41
2025-11-04 21:17:40,True,,,,True,2559.41
2025-11-04 21:22:47,True,,,,True,1137.96
2025-11-04 21:27:52,True,1.38,2.42,86.78,True,1112.25
2025-11-04 21:33:26,True,,,,True,698.06
2025-11-04 21:38:28,True,,,,True,583.38
2025-11-04 21:43:30,True,,,,True,510.33
2025-11-04 21:48:32,True,,,,True,572.79
2025-11-04 21:53:34,True,,,,True,591.9
2025-11-04 21:58:36,True,,,,True,603.48
2025-11-04 22:03:38,True,,,,True,539.23
2025-11-04 22:08:40,True,,,,True,563.91
2025-11-04 22:13:42,True,,,,True,639.15
2025-11-04 22:18:46,True,,,,True,488.31
2025-11-04 22:23:47,True,,,,True,493.41
2025-11-04 22:28:49,True,4.75,2.82,44.85,True,498.13
2025-11-04 22:34:13,True,,,,True,389.42
2025-11-04 22:39:15,True,,,,True,464.67
2025-11-04 22:44:16,True,,,,True,510.35
2025-11-04 22:49:18,True,,,,True,478.06
2025-11-04 22:54:20,True,,,,True,527.34
2025-11-04 22:59:22,True,,,,True,410.87
2025-11-04 23:04:23,True,,,,True,629.52
2025-11-04 23:09:25,True,,,,True,566.56
2025-11-04 23:14:27,True,,,,True,519.33
2025-11-04 23:19:29,True,,,,True,464.13
2025-11-04 23:24:31,True,,,,True,520.99
2025-11-04 23:29:33,True,17.01,2.91,59.6,True,473.0
2025-11-04 23:34:57,True,,,,True,435.38
2025-11-04 23:39:58,True,,,,True,417.25
2025-11-04 23:45:00,True,,,,True,467.74
2025-11-04 23:50:02,True,,,,True,538.81
2025-11-04 23:55:03,True,,,,True,497.43
2025-11-05 00:00:05,True,,,,True,463.87
2025-11-05 00:05:07,True,,,,True,430.14
2025-11-05 00:10:08,True,,,,True,413.33
2025-11-05 00:15:10,True,,,,True,503.23
2025-11-05 00:20:12,True,,,,True,402.47
2025-11-05 00:25:13,True,,,,True,473.2
2025-11-05 00:30:15,True,9.4,2.87,65.43,True,406.44
2025-11-05 00:35:41,True,,,,True,513.96
2025-11-05 00:40:43,True,,,,True,435.76
2025-11-05 00:45:45,True,,,,True,408.93
2025-11-05 00:50:46,True,,,,True,392.66
2025-11-05 00:55:48,True,,,,True,418.7
2025-11-05 01:00:49,True,,,,True,467.49
2025-11-05 01:05:51,True,,,,True,397.49
2025-11-05 01:10:52,True,,,,True,410.58
2025-11-05 01:15:54,True,,,,True,488.49
2025-11-05 01:20:56,True,,,,True,514.65
2025-11-05 01:25:57,True,,,,True,568.13
2025-11-05 01:30:59,True,16.27,3.07,46.17,True,433.53
2025-11-05 01:36:24,True,,,,True,451.89
2025-11-05 01:41:25,True,,,,True,343.0
2025-11-05 01:46:26,True,,,,True,637.77
2025-11-05 01:51:29,True,,,,True,512.51
2025-11-05 01:56:30,True,,,,True,493.13
2025-11-05 02:01:32,True,,,,True,375.51
2025-11-05 02:06:33,True,,,,True,403.31
2025-11-05 02:11:35,True,,,,True,398.74
2025-11-05 02:16:36,True,,,,True,498.9
2025-11-05 02:21:38,True,,,,True,414.16
2025-11-05 02:26:39,True,,,,True,419.23
2025-11-05 02:31:41,True,24.2,3.07,47.98,True,574.61
2025-11-05 02:37:05,True,,,,True,445.63
2025-11-05 02:42:07,True,,,,True,528.35
2025-11-05 02:47:09,True,,,,True,523.04
2025-11-05 02:52:10,True,,,,True,435.81
2025-11-05 02:57:12,True,,,,True,467.15
2025-11-05 03:02:14,True,,,,True,498.6
2025-11-05 03:07:15,True,,,,True,385.74
2025-11-05 03:12:18,True,,,,True,416.46
2025-11-05 03:17:19,True,,,,True,476.69
2025-11-05 03:22:21,True,,,,True,538.38
2025-11-05 03:27:22,True,,,,True,425.68
2025-11-05 03:32:24,True,27.44,3.56,44.12,True,403.54
2025-11-05 03:37:48,True,,,,True,406.67
2025-11-05 03:42:49,True,,,,True,426.99
2025-11-05 03:47:51,True,,,,True,482.62
2025-11-05 03:52:53,True,,,,True,432.14
2025-11-05 03:57:54,True,,,,True,481.4
2025-11-05 04:02:56,True,,,,True,696.74
2025-11-05 04:07:58,True,,,,True,399.28
2025-11-05 04:13:00,True,,,,True,436.19
2025-11-05 04:18:01,True,,,,True,428.4
2025-11-05 04:23:03,True,,,,True,520.72
2025-11-05 04:28:04,True,,,,True,444.44
2025-11-05 04:33:06,True,24.28,3.3,44.81,True,454.5
2025-11-05 04:38:30,True,,,,True,508.32
2025-11-05 04:43:31,True,,,,True,396.75
2025-11-05 04:48:33,True,,,,True,521.38
2025-11-05 04:53:35,True,,,,True,411.93
2025-11-05 04:58:36,True,,,,True,368.22
2025-11-05 05:03:38,True,,,,True,387.93
2025-11-05 05:08:39,True,,,,True,497.93
2025-11-05 05:13:41,True,,,,True,424.84
2025-11-05 05:18:42,True,,,,True,499.1
2025-11-05 05:23:44,True,,,,True,418.83
2025-11-05 05:28:45,True,,,,True,485.31
2025-11-05 05:33:47,True,8.81,3.24,52.26,True,420.4
2025-11-05 05:39:12,True,,,,True,522.51
2025-11-05 05:44:14,True,,,,True,351.23
2025-11-05 05:49:15,True,,,,True,366.62
2025-11-05 05:54:17,True,,,,True,438.26
2025-11-05 05:59:18,True,,,,True,359.31
2025-11-05 06:04:19,True,,,,True,491.4
2025-11-05 06:09:21,True,,,,True,503.37
2025-11-05 06:14:23,True,,,,True,422.96
2025-11-05 06:19:24,True,,,,True,565.23
2025-11-05 06:24:26,True,,,,True,422.0
2025-11-05 06:29:28,True,,,,True,544.31
2025-11-05 06:34:30,True,17.34,3.36,43.98,True,378.01
2025-11-05 06:39:53,True,,,,True,472.39
2025-11-05 06:44:55,True,,,,True,490.81
2025-11-05 06:49:57,True,,,,True,2245.0
2025-11-05 06:55:04,True,,,,True,549.79
2025-11-05 07:00:06,True,,,,True,446.83
2025-11-05 07:05:07,True,,,,True,430.54
2025-11-05 07:10:09,True,,,,True,574.64
2025-11-05 07:15:11,True,,,,True,489.04
2025-11-05 07:20:12,True,,,,True,509.9
2025-11-05 07:25:14,True,,,,True,714.42
2025-11-05 07:30:16,True,,,,True,565.0
2025-11-05 07:35:18,True,22.26,3.25,50.39,True,434.2
2025-11-05 07:40:42,True,,,,True,526.75
2025-11-05 07:45:44,True,,,,True,508.25
2025-11-05 07:50:46,True,,,,True,449.93
2025-11-05 07:55:48,True,,,,True,722.15
2025-11-05 08:00:50,True,,,,True,419.24
2025-11-05 08:05:51,True,,,,True,811.58
2025-11-05 08:10:54,True,,,,True,513.01
2025-11-05 08:15:56,True,,,,True,592.32
2025-11-05 08:20:58,True,,,,True,446.84
2025-11-05 08:25:59,True,,,,True,642.11
2025-11-05 08:31:02,True,,,,True,484.66
2025-11-05 08:36:03,True,6.93,2.37,41.13,True,398.13
2025-11-05 08:41:27,True,,,,True,496.73
2025-11-05 08:46:29,True,,,,True,430.58
2025-11-05 08:51:31,True,,,,True,598.51
2025-11-05 08:56:33,True,,,,True,768.16
2025-11-05 09:01:35,True,,,,True,438.68
2025-11-05 09:06:37,True,,,,True,455.79
2025-11-05 09:11:38,True,,,,True,473.58
2025-11-05 09:16:40,True,,,,True,434.07
2025-11-05 09:21:41,True,,,,True,460.25
2025-11-05 09:26:43,True,,,,True,424.21
2025-11-05 09:31:44,True,,,,True,479.04
2025-11-05 09:36:46,True,12.71,2.91,50.84,True,401.36
2025-11-05 09:42:10,True,,,,True,485.46
2025-11-05 09:47:12,True,,,,True,430.59
2025-11-05 09:52:13,True,,,,True,435.23
2025-11-05 09:57:15,True,,,,True,575.06
2025-11-05 10:02:17,True,,,,True,476.77
2025-11-05 10:07:18,True,,,,True,513.96
2025-11-05 10:12:20,True,,,,True,530.17
2025-11-05 10:17:22,True,,,,True,598.45
2025-11-05 10:22:24,True,,,,True,532.3
2025-11-05 10:27:26,True,,,,True,433.03
2025-11-05 10:32:27,True,,,,True,423.08
2025-11-05 10:37:29,True,17.32,1.53,42.97,True,486.07
